name,slug,rating,roaster,location,origin,roast,cost_12oz,review_date,aroma,acid,body,flavor,aftertaste,with_milk,desc_1,desc_2,desc_3,Location_Latitude,Location_Longitude,Origin_Latitude,Origin_Longitude,Blend/Single Origin
Nitrogen Narcosis,https://www.coffeereview.com/review/nitrogen-narcosis/,92,OLI Cafe Roaster,"Dali District, Taichung, Taiwan",Ethiopia,Light,28.77,24-Jan,9,8,9,9,7,,"Complex, richly aromatic. Brandy barrel, dark chocolate, candied ginger, orange zest, hint of gardenia in aroma and cup. Briskly sweet acidity; plush, creamy mouth feel. Gently drying wood-framed finish with notes of brandy barrel and orange zest.","A blend of three Ethiopia coffees — a Guji Natural, a Sidamo Brandy Barrel-Aged, and a washed Bench-Maji. OLI Cafe Roaster is a specialty coffee roaster based in Taichung Dali, Taiwan. Visit OLI Cafe’s Facebook page for more information.",For fans of barrel-aged coffees who prefer subtlety over stronger aromatic associations — also chocolaty and delicately fruit-toned.,24.0994173,120.67786,10.2116702,38.6521203,Single Origin
Ethiopia Bidimoo Chelelektu Natural,https://www.coffeereview.com/review/ethiopia-bidimoo-chelelektu-natural/,92,Desolate Café,"Nantou, Taiwan","Yirgacheffe growing region, southern Ethiopia",Light,28.77,22-Jul,8,9,8,9,8,,"Bittersweet, cleanly fruit-toned. Dark chocolate, raspberry, lime zest, hazelnut butter, rhododendron in aroma and cup. Deeply sweet structure with juicy, bright acidity; lightly satiny mouthfeel. The finish is carried by notes of dark chocolate and raspberry.","The Yirgacheffe region produces distinctive coffees from traditional landrace varieties of Arabica long grown in the area. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Desolate Café is a specialty roaster in Nantou, Taiwan. The shop offers coffee, homemade desserts, and other foods. For more information, visit www.desolatecoffee.com.","A juicy, richly fruit-toned natural-processed Ethiopia cup with distinct raspberry notes throughout, supported by dark chocolate.Explore Similar CoffeesClick here for more reviews from Desolate CaféClick here for more information about coffees from Ethiopia ",23.9099561,120.6837059,6.1629,38.2281,Single Origin
Ethiopia Guji Bule Hambela TOH#1,https://www.coffeereview.com/review/ethiopia-guji-bule-hambela-toh1/,94,Buon Caffe,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,28.75,24-Jul,9,9,9,9,8,,"Richly sweet, even-keeled, nuanced. Dark chocolate, plum blossom, maple syrup, date, lemon verbena in aroma and cup. Delicately bright acidity; full, syrupy mouthfeel. Flavor-saturated finish centers around notes of dark chocolate and plum blossom.","Produced by smallholding farmers, entirely of the 74112 variety of Arabica, and processed by the  traditional washed method (fruit skin and pulp removed before drying). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information.","A pretty floral-toned washed Ethiopia supported by a dark chocolate throughline — balanced, juicy, richly sweet.Explore Similar CoffeesClick here for more reviews from Buon CaffeClick here for more information about coffees from EthiopiaVisit Buon Caffe ",25.0375198,121.5636796,5.521122,39.165001,Single Origin
Ethiopia Rhapsody Espresso,https://www.coffeereview.com/review/ethiopia-rhapsody-espresso/,95,One Fresh Cup,"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,28.73,21-Jan,9,,9,9,9,9,"Evaluated as espresso. High-toned, richly aromatic, juicy and bright. Bing cherry, dark chocolate, fresh-cut cedar, narcissus-like flowers, marjoram in aroma and small cup. Very full, syrupy mouthfeel; resonant, flavor-saturated finish. Concentrated and balanced in three parts milk: floral, tartly fruit-forward, very chocolaty.","A blend of natural- and washed-process Ethiopia coffees, roasted for espresso. One Fresh Cup is a specialty roaster founded in 2005 and based in Taipei, Taiwan. Visit www.onefreshcup.com.tw for more information.",The natural and washed Ethiopia coffees comprising this blend complement one another with particular balance and complexity. Especially inviting in cappuccino-scaled milk.Explore Similar CoffeesClick here for more reviews from One Fresh Cup ,25.0375198,121.5636796,6.1629,38.2281,Single Origin
Carrick Blend,https://www.coffeereview.com/review/carrick-blend/,90,Nodi Coffee,"Hong Kong, China",Brazil; Colombia; Sumatra,Medium-Light,28.58,23-Nov,8,8,8,8,8,,"Crisply sweet, gently herbaceous. Cocoa powder, date, walnut, lemon verbena, fresh-cut fir. Sweetly brisk acidity; satiny-smooth mouthfeel. Crisp, bittersweet, wood-framed finish.","A blend of three coffees: a natural-processed Brazil, a washed Colombia and a wet-hulled Sumatra. Nodi, which means “knots” in Latin, is a roastery and coffee shop with locations in Hong Kon and Shanghai. Visit www.nodicoffee.com for more information.","A friendly, accessible, crisply chocolaty blend with undertones of sweet herbs.Explore Similar CoffeesClick here for more reviews from Nodi Coffee ",22.2793278,114.1628131,1.63414,-75.5719,Blend
Strawberry Chloris Coffee Blend,https://www.coffeereview.com/review/strawberry-chloris-coffee-blend/,92,Entrebox,"Hong Kong, China",Colombia; China,Medium-Light,28.58,23-Nov,9,8,8,9,8,,"Delicately sweet-tart, fruity. Strawberry, magnolia, almond, cedar, dark chocolate. Briskly sweet structure; lightly syrupy mouthfeel. Sweetly wood-framed finish supported by strawberry and almond.","A blend of two coffees, a double-anaerobic enzyme-washed Colombia and an anaerobic natural Yunnan, China. Entrebox is a specialty coffee roaster based in Hong Kong. Visit www.entreboxhk.com for more information.","A distinctly strawberry-toned blend with supporting notes of sweet nut, dark chocolate and rich aromatic wood.Explore Similar CoffeesClick here for more reviews from EntreboxVisit Entrebox ",22.2793278,114.1628131,,,Blend
Colombia Cauca Finca El Paraiso Double-Anaerobic Flor Lychee,https://www.coffeereview.com/review/colombia-cauca-finca-el-paraiso-double-anaerobic-flor-lychee/,95,JYL Cafe,"Changhua, Taiwan","Cauca Department, Colombia",Medium-Light,28.53,22-Oct,9,9,9,9,9,,"Resonantly floral, fruit-driven. Narcissus, pomegranate, amber, dark chocolate in aroma and cup. Sweetly tart structure with gently bright, fruity acidity; lively, viscous mouthfeel. The rich, concentrated finish centers around notes of pomegranate and dark chocolate with lush undertones of amber. ","Produced by Diego Bermudez entirely of the Castillo variety of Arabica, and processed by the double-anaerobic washed method, in which the fermentation step occurs in a hermetically sealed vessel before the beans are washed and dried. JYL Cafe is a specialty coffee roaster and cafe in Changhua, Taiwan. Visit https://line.me/ti/p/5YHFz4U0tW for more information.",This Colombia anaerobic offers and unrestrained experience of sweet-tart fruit and rich florals that play off each other in synergistic harmony.,24.0807667,120.5423,2.901584,-77.695993,Single Origin
Wilton Benitez Orange Bourbon,https://www.coffeereview.com/review/wilton-benitez-orange-bourbon/,96,JBC Coffee Roasters,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Light,28.5,23-Jan,9,9,10,10,8,,"Richly spice-toned, citrusy-sweet. Ginger blossom, dried persimmon, Concord grape, rice candy, a hint of fennel in aroma and cup. Brightly sweet structure with juicy, vibrant acidity; lushly vibrant, creamy mouthfeel. The finish quiets to pretty notes of ginger and persimmon.","Produced by Wilton Benitez entirely of the Orange Bourbon variety of Arabica. Processed by a complex double fermentation method, in which ​​the coffee fruit is first sterilized, then fermented anaerobically in the whole fruit in a bio-reactor with added microorganisms. After this fermentation in the whole fruit, the coffee is pulped and subjected to a second fermentation, after which the beans are sealed through the impact of hot and cold water before washing and careful drying by machine for 36 hours. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information","An exceptionally vivid coffee, both aromatically and on the palate, with focused fruit and floral notes and an especially resounding, very lush mouthfeel.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from ColombiaVisit JBC Coffee Roasters ",43.074761,-89.3837613,2.6404294,-76.5325746,Single Origin
Wilton Benitez Orange Bourbon,https://www.coffeereview.com/review/wilton-benitez-orange-bourbon-2/,95,JBC Coffee Roasters,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Light,28.5,24-Jul,9,9,9,9,9,,"Candy-like, elegantly sweet. Juicy Fruit gum, Jolly Rancher, Nutella, sandalwood, mandarinquat in aroma and cup. Juicy-bright acidity; full, syrupy mouthfeel. Candy-sweet finish carried by notes of Juicy Fruit gum and Jolly Rancher.","Produced by Wilton Benitez of Granja Paraiso 92, entirely of the Orange Bourbon variety of Arabica, and processed by the double-anaerobic thermal shock method, in which the coffee fruit, after having been first sanitized with ozone, undergoes two stages of fermentation. First, the whole cherries are submerged under water for 48 hours, then the beans are pulped and fermented with a strain of Lactobacillus for 24 hours.  JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","Another creative and beautifully composed double-anaerobic/thermal shock-processed coffee by Colombia’s Wilton Benitez, this one from the rare Orange Bourbon varietal.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from ColombiaVisit JBC Coffee Roasters ",43.074761,-89.3837613,2.6404294,-76.5325746,Single Origin
La Candelilla Geisha Natural Costa Rica,https://www.coffeereview.com/review/la-candelilla-geisha-natural-costa-rica/,95,JBC Coffee Roasters,"Madison, Wisconsin","Tarrazú, Costa Rica",Medium-Light,28.5,23-Oct,9,9,9,9,9,,"Intensely aromatic, very complex. Grape must, pistachio, petunia, frankincense, tangerine zest in aroma and cup. Balanced, bright acidity; plush, velvety mouthfeel. Rich-toned, multi-layered finish.","Produced by Ricardo Hernandez Naranjo of Finca La Candelilla, entirely of the Geisha variety of Arabica, and processed by the natural method (dried in the whole fruit). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. ","An elegantly fruity natural-processed Costa Rica Geisha with gravitas from its particularly viscous, velvety-smooth mouthfeel.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from Costa RicaVisit JBC Coffee Roasters ",43.074761,-89.3837613,9.5828031,-84.06620904,Single Origin
La Papaya Natural Ecuador,https://www.coffeereview.com/review/la-papaya-natural-ecuador/,95,JBC Coffee Roasters,"Madison, Wisconsin","Saraguro, Loja, Ecuador",Medium-Light,28.5,23-May,9,9,9,9,9,,"Fruit-forward, intensely sweet. Watermelon candy, tangy kefir, salted plum, raw chocolate, sandalwood in aroma and cup. Sweetly tart with sparkling acidity; plush, very syrupy mouthfeel. A long, complex finish fulfills the promise of the cup.","Produced by Juan Peña of Finca La Papaya, entirely of the Typica variety of Arabica, and processed by the natural method with the addition of a yeast-inoculated fermentation step. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information",A uniquely composed experimentally processed Ecuador cup that’s a roller-coaster of aroma and flavor — an exhilarating ride.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from EcuadorVisit JBC Coffee Roasters ,43.074761,-89.3837613,-3.6224722,-79.2384881,Single Origin
