Blend/Single Origin,Country of Origin,Country of Origin Mod,Desc 1,Desc 2,Desc 3,location City,Location Country,Location State,Name,Origin,Review Date,Roast,Roaster,Slug,Acid,Aftertaste,Aroma,Body,Cost 12Oz,Flavor,Latitude,Location Latitude,Location Longitude,Longitude,Origin Latitude,Origin Longitude,Rating,Selected Measure,With Milk
Single Origin,Colombia,Colombia,"Nectar-like, sweetly tart, rich-toned. Watermelon candy, cocoa butter, loquat, freesia, graphite in aroma and cup. High-toned, phosphoric acidity; syrupy-smooth mouthfeel. Sweet, long, candy-like finish","Produced by Edwin Enrique Noreñ of Finca Campo Hermoso, entirely of the Castillo variety of Arabica, and processed by carbonic maceration (which involves fermenting the whole fruit in a sealed container that has been flushed with CO2) and co-fermenting with watermelon and lulo, then dried with most of the fruit flesh remaining on the beans. Produced by Edwin Enrique Noreña, Little Waves Coffee is a Latina-owned, women-forward company that provides livable wages for its diverse team. Visit www.littlewaves.coffee for more information.","Candy-sweet in its profile, this co-fermented Colombia Castillo evokes the tropics with a side of spicy florals.
",Durham,USA,North Carolina,Colombia Edwin Enrique Noreña / Black Honey Watermelon & Lulo Co-Ferment,"Quindio Department, Colombia",24-Jun,Light,Little Waves Coffee,https://www.coffeereview.com/review/colombia-edwin-enrique-norena-black-honey-watermelon-lulo-co-ferment/,9,8,9,9,40.7,9,35.996653,35.996653,-78.9018053,-78.9018053,4.476121,-75.70893,88,88,
Single Origin,Colombia,Colombia,"Floral-toned, very, very sweet. Tea rose, candied apple, agave syrup, dark chocolate, orange marmalade in aroma and cup. Gently brisk acidity; creamy-smooth mouthfeel. Citrusy finish with undertones of tea rose.
","Produced by Edwin Enrique Noreña of Finca Campo Hermoso, entirely of the Castillo variety of Arabica, and processed by carbonic maceration (which involves fermenting the whole fruit in a sealed container that has been flushed with CO2), and dried in the whole fruit. Little Waves Coffee is a Latina-owned, women-forward company that provides livable wages for its diverse team. Visit www.littlewaves.coffee for more information.","A richly floral, incredibly sweet carbonic macerated Colombia with tea rose notes at center, supported by orange marmalade.
",Durham,USA,North Carolina,Colombia Edwin Enrique Noreña Juice Box Processing Set / Natural Carbonic Maceration,"Quindio Department, Colombia",24-Jun,Light,Little Waves Coffee,https://www.coffeereview.com/review/colombia-edwin-enrique-norena-juice-box-processing-set-natural-carbonic-maceration/,8,8,9,9,40.7,9,35.996653,35.996653,-78.9018053,-78.9018053,4.476121,-75.70893,86,86,
Single Origin,Colombia,Colombia,"Flavor-laden, aromatically exuberant. Passionfruit, elderberry, lemon-thyme, pomelo, cocoa nib in aroma and cup. Juicy-bright acidity; very full, syrupy mouthfeel. Tropical finish with fruit and sweet herb notes front and center.
","Produced by Edwin Enrique Noreña of Finca Campo Hermoso, entirely of the Pink Bourbon variety of Arabica, and processed by carbonic maceration (which involves fermenting the whole fruit in a sealed container that has been flushed with CO2) and co-fermented with mixed berries and passionfruit, and dried with most of the fruit flesh remaining on the beans. Little Waves Coffee is a Latina-owned, women-forward company that provides livable wages for its diverse team. Visit www.littlewaves.coffee for more information.","This balanced, fruit-forward cup, processed by carbonic maceration and co-fermented with berries and passionfruit, does precisely what it is trying to do — it amplifies the inherent elegance of Pink Bourbon with high-acid fruits for a uniquely composed profile.
",Durham,USA,North Carolina,Colombia Edwin Enrique Noreña Pink Bourbon,"Quindio Department, Colombia",24-Jun,Light,Little Waves Coffee,https://www.coffeereview.com/review/colombia-edwin-enrique-norena-pink-bourbon/,9,9,9,9,50.4,9,35.996653,35.996653,-78.9018053,-78.9018053,4.476121,-75.70893,90,90,
Single Origin,Colombia,Colombia,"Balanced, brightly sweet. Tangerine, bay leaf, cocoa nib, narcissus, fresh-cut oak in aroma and cup. High-toned acidity; crisp, syrupy mouthfeel. Long, lingering resonant finish. ","This exceptional coffee was selected as the No. 20 coffee on Coffee Review’s list of the Top 30 Coffees of 2023. Produced by Luis Gerardo Bravo Ordonez of Finca El Chaferote, entirely of the Pink Bourbon variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was named the “2012 Micro Roaster of the Year” by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.","A compelling rendition of Pink Bourbon with distinct citrus, cocoa nib, and spicy floral tones — especially lively, juicy acidity.Explore Similar CoffeesClick here for more reviews from Bird Rock Coffee RoastersClick here for more information about coffees from Colombia ",SanDiego,USA,California,Colombia El Chaferote Pink Bourbon,"Huila Department, Colombia",23-Sep,Medium-Light,Bird Rock Coffee Roasters,https://www.coffeereview.com/review/colombia-el-chaferote-pink-bourbon/,9,9,9,9,33.6,9,32.7174202,32.7174202,-117.162772,-117.162772,2.8,-76.08333,90,90,
Single Origin,Colombia,Colombia,"Richly floral, sweetly herbaceous. Star jasmine, bay laurel, dark chocolate, frankincense, salted caramel in aroma and cup. Bright, balanced acidity; full, creamy-smooth mouthfeel. Finish consolidates to notes of salted caramel and frankincense.","Produced by Nestor Lasso of Finca El Diviso, entirely of the Sidra variety of Arabica, and processed by the washed thermal shock method in which the coffee fruit undergoes two stages of fermentation: First, the whole cherries are submerged under water for 48 hours, then the beans are pulped and fermented with a strain of Lactobacillus for 24 hours. After fermentation, the beans are given a “thermal shock” using hot and cold rinses to help absorb the fermentation metabolites and halt any further fermentation. Goca Coffee is a roastery and cafe in Taiching, Taiwan. Visit Goca’s Instagram page for more information.","A multi-layered Colombia Sidra processed by the anaerobic thermal shock method — a sensory roller coaster that covers all the sweet, savory and floral bases.Explore Similar CoffeesClick here for more reviews from Goca CoffeeClick here for more information about coffees from Colombia ",Taichung,Taiwan,,Colombia El Diviso,"Huila Department, Colombia",24-May,Light,Goca Coffee,https://www.coffeereview.com/review/colombia-el-diviso/,9,8,9,9,43.2,9,24.163162,24.163162,120.6478282,120.6478282,2.8,-76.08333,88,88,
Single Origin,Colombia,Colombia,"Evaluated as espresso. Lots of flowers with an herby edge—lavender, jasmine, orange blossom, cilantro—cushion on milk chocolate in this bright, light-footed espresso. Both co-taster John DiRuocco and Ken read this high-toned but resonant espresso in about the same terms with parallel ratings of 94. Resolves to an orangy, floral caramel in three parts milk.","Produced by Nestor Lasso of Finca El Diviso, entirely of the Sidra variety of Arabica, and processed by the anaerobic washed method, in which, after skin and pulp removal, fermentation takes place in a hermetically sealed vessel before the beans are washed and dried. OLI Cafe Roaster is a specialty coffee roaster based in Dali, Taichung, Taiwan. Visit www.facebook.com/OLI.caferoaster for more information. ","A fine anthology of herbs and flowers in this buoyant, animated espresso.Explore Similar CoffeesClick here for more reviews from OLI Cafe RoasterClick here for more information about coffees from Colombia ",DaliDistrict,Taiwan,Taichung,Colombia El Diviso Nestor Lasso Sidra Anaerobic Washed,"Huila Department, Colombia",24-Apr,Medium-Light,OLI Cafe Roaster,https://www.coffeereview.com/review/colombia-el-diviso-nestor-lasso-sidra-anaerobic-washed/,,8,9,9,38.37,9,24.0994173,24.0994173,120.67786,120.67786,2.8,-76.08333,88,88,9
Single Origin,Colombia,Colombia,"Very sweet, floral, tropical fruit-toned. Lychee, green grape, pomegranate, baking chocolate, watermelon candy in aroma and cup. Tartly bittersweet in structure, with a delicate, silky mouthfeel. Crisply chocolaty in finish with a continued suggestion of watermelon candy.","Produced by brothers Nestor and Adrian Lasso of Finca El Diviso entirely of the Sidra variety of Arabica, and processed by the natural method (dried in the whole fruit). Sidra is an Ethiopian variety of coffee that at some unknown point in its history was selected and brought to Ecuador, then to nearby Colombia. Peach Coffee Roasters is an Atlanta-area specialty roaster. Visit www.peachcoffeeroasters.com for more information.","A pleasantly eccentric cup, with tropical fruit (especially lychee), candyish watermelon, and crisp, dry chocolate jostling for attention. Explore Similar CoffeesClick here for more reviews from Peach Coffee RoastersClick here for more information about coffees from Colombia ",JohnsCreek,USA,Georgia,Colombia El Diviso Sidra Natural,"Bruselas, Pitalito, Huila Department, Colombia",23-Oct,Light,Peach Coffee Roasters,https://www.coffeereview.com/review/colombia-el-diviso-sidra-natural/,8,8,9,8,30,9,34.0181557,34.0181557,-84.190196,-84.190196,1.7765585,-76.1742988,84,84,
Single Origin,Colombia,Colombia,"Evaluated as espresso. Crisply chocolaty, rich-toned. Baking chocolate, caramel, pomegranate, lily, cedar in aroma and small cup. Velvety-smooth mouthfeel. Caramelly, gently tart finish. In cappuccino format, nicely chocolaty with lily and cedar undertones.","Produced by smallholding farmers, entirely of the Caturra variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information.",A solid Colombia SOE that’s chocolaty and rich with sweet caramel and floral notes supported by tart fruit.Explore Similar CoffeesClick here for more reviews from Buon CaffeClick here for more information about coffees from ColombiaVisit Buon Caffe,Taipei,Taiwan,,Colombia El Jeromo Washed SOE,"La Unión, Nariño Department, Colombia",24-Apr,Medium-Light,Buon Caffe,https://www.coffeereview.com/review/colombia-el-jeromo-washed-soe/,,8,8,8,16.8,9,25.0375198,25.0375198,121.5636796,121.5636796,1.5989976,-77.1305999,84,84,9
Single Origin,Colombia,Colombia,"Chocolaty, balanced, bright. Dark chocolate, nectarine, lemon balm, fresh-cut oak, pink peppercorn in aroma and cup. Sparkling acidity; lightly satiny mouthfeel. Chocolate and nectarine center the confident finish.","Produced at Finca El Jordan, from trees of the Colombia, Caturra and Castillo varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information. ",A classically chocolaty washed Colombia complicated by stone fruit and spice-toned herbs.Explore Similar CoffeesClick here for more reviews from Buon CaffeClick here for more information about coffees from ColombiaVisit Buon Caffe,Taipei,Taiwan,,Colombia El Jordan Washed,"Tolima Department, Colombia",24-Jul,Light,Buon Caffe,https://www.coffeereview.com/review/colombia-el-jordan-washed/,9,8,9,8,14.4,9,25.0375198,25.0375198,121.5636796,121.5636796,8.646141,-74.198658,86,86,
Single Origin,Colombia,Colombia,"Floral-toned, richly sweet-savory. Black cherry, dark chocolate, marjoram, sandalwood, agave syrup in aroma and cup. Sweetly tart structure with brisk acidity; syrupy-smooth mouthfeel. The finish leads with notes of black cherry, rounding to cocoa tones in the long.
","Produced by Diego Bermudez entirely of the Castillo variety of Arabica, and processed by the double-anaerobic washed method, in which the fermentation step occurs in a hermetically sealed vessel before the beans are washed and dried. Dr.Young Coffee is a Taiwan-based retail specialty coffee roaster with the goal of expressing each coffee’s best flavors. Visit https://lin.ee/HA27cIa for more information.","A fruit-driven anaerobic cup complicated by savory, sweetly herbaceous impulses.
",Taipei,Taiwan,,Colombia El Paraiso Floral Lychee,"Cauca Department, Colombia",22-Oct,Light,Dr. Young Cafe,https://www.coffeereview.com/review/colombia-el-paraiso-floral-lychee/,8,8,9,9,33.6,9,25.0375198,25.0375198,121.5636796,121.5636796,2.901584,-77.695993,86,86,
Single Origin,Colombia,Colombia,"Richly aromatic, chocolaty and fruit-forward. Dark chocolate, bergamot, lychee, musk, tarragon in aroma and cup. Juicy-bright acidity; plush, syrupy mouthfeel. Intense, quite long finish with leading notes of dark chocolate and tarragon.","This exceptional coffee was selected as the No. 25 coffee on Coffee Review’s list of the Top 30 Coffees of 2023.  Produced by Wilton Benitez of Granja Paraiso 92, entirely of the Geisha variety of Arabica, and processed by the double-anaerobic thermal shock method, in which the coffee fruit, after having been first sanitized with ozone, undergoes two stages of fermentation. First, the whole cherries are submerged under water for 48 hours, then the beans are pulped and fermented with a strain of Lactobacillus for 24 hours. After fermentation, the beans are given a “thermal shock” using hot and cold rinses to help the beans absorb the fermentation metabolites and halt any further fermentation. Afterward, the washed parchment coffee is rapidly dried with an in-house designed Eco-Enigma dehumidifying dryer to avoid over-oxidation or continued fermentation. SÖT Coffee Roaster, based in Osaka, Japan, is a self-described Swedish-style roaster with an “aggressively light” roasting style. For more information, visit www.sotcoffee.com.","A focused, intensely perfumed, experimentally processed Colombia Geisha that’s, at turns, chocolaty, musky, tropical and sweetly herbaceous.Explore Similar CoffeesClick here for more reviews from SOT Coffee RoasterClick here for more information about coffees from ColombiaVisit SOT Coffee Roaster ",Osaka,Japan,,Colombia El Paraiso Geisha Luna Washed,"Piendamo, Cauca Department, Colombia",23-Nov,Light,SOT Coffee Roaster,https://www.coffeereview.com/review/colombia-el-paraiso-geisha-luna-washed/,9,9,9,9,91.85,9,34.6937569,34.6937569,135.5014539,135.5014539,2.6404294,-76.5325746,90,90,
